sampleid	Brouns_C.20151106	CazaresVinuesa_PARAISO_C	CazaresVinuesa_TEMIXCO_C	Cho_C.20160208	Cinek_bin08_primerC.20151120	Cinek_bin11_primerC.20151120	Cinek_bin12_primerC.20151120	Cinek_bin13_primerC.20151120	Cinek_bin14_primerC.20151120	Cinek_bin15_primerC.20151120	Cinek_bin16_primerC.20151120	Cinek_bin55_primerC.20151120	Cinek_bin56_primerC.20151120	Cinek_bin79_primerC.20151120	Decewicz_Dziewit_Lodz_Cseq1.20160126	Decewicz_Dziewit_Lodz_Cseq1.20160303	Decewicz_Dziewit_Lodz_Cseq2.20160126	Decewicz_Dziewit_Lodz_Cseq2.20160303	Decewicz_Dziewit_Lodz_Cseq3.20160303	Decewicz_Dziewit_Lodz_Cseq4.20160303	Decewicz_Dziewit_Lodz_Cseq5.20160303	Decewicz_Dziewit_Oswiecim_Cseq1.20160126	Decewicz_Dziewit_Oswiecim_Cseq1.20160303	Decewicz_Dziewit_Oswiecim_Cseq2.20160303	Decewicz_Dziewit_Oswiecim_Cseq3.20160303	Decewicz_Dziewit_Oswiecim_Cseq4.20160303	Decewicz_Dziewit_Oswiecim_Cseq5.20160303	Decewicz_Dziewit_Warsaw_Cseq1.20160126	Decewicz_Dziewit_Warsaw_Cseq1.20160303	Decewicz_Dziewit_Warsaw_Cseq2.20160303	Decewicz_Dziewit_Warsaw_Cseq3.20160303	Decewicz_Dziewit_Warsaw_Cseq4.20160303	Decewicz_Dziewit_Warsaw_Cseq5.20160303	Decewicz_Dziewit_Wyszkow_Cseq1.20160126	Decewicz_Dziewit_Wyszkow_Cseq1.20160303	Decewicz_Dziewit_Wyszkow_Cseq2.20160126	Decewicz_Dziewit_Wyszkow_Cseq2.20160303	Decewicz_Dziewit_Wyszkow_Cseq3.20160303	Decewicz_Dziewit_Wyszkow_Cseq4.20160303	Decewicz_Dziewit_Wyszkow_Cseq5.20160303	Desnues_stool3_primerC.20151217	DiazMunoz_Davis1_C	DiazMunoz_Davis3_C	DiazMunoz_NYC_C	Edwards_C.20151012.S1	Edwards_C.20151012.S2	Edwards_C.20151012.S3	Edwards_C.20151012.S4	Edwards_C.20151209.S1	Edwards_C.20151209.S2	Edwards_C.20151209.S3	Edwards_C.20151209.S4	Fineran_Dunedin_C	Fineran_Greymouth_C	Lavigne.PrimerC.20160126	Mazankova_primerC_1.20151201	Mazankova_primerC_17.20151201	Mazankova_primerC_18.20151201	Mazankova_primerC_19.20151201	Mazankova_primerC_2.20151201	Mazankova_primerC_20.20151201	Mazankova_primerC_22.20151201	Mazankova_primerC_23.20151201	Mazankova_primerC_4.20151201	Mazankova_primerC_5.20151201	Mazankova_primerC_6.20151201	Mazankova_primerC_7.20151201	Mazankova_primerC_9.20151201	Muniesa_1.1_Gav_primerC.201510	Muniesa_E13_Gav_primerC.201405	Muniesa_E14_ElPratdeLlobregat_primerC.201401	Muniesa_E1_Gav_primerC.201510	Muniesa_E23_Gav_primerC.201406	Muniesa_E2_Gav_primerC.201510	Muniesa_E32_Girona_primerC.201505	Muniesa_E4_Gav_primerC.201311	Muniesa_E7_Gav_primerC.201401	Muniesa_E8_ElPratdeLlobregat_primerC.201401	Nigro_C.20161212.SandIsland	Nigro_C.20161212.Waianae	Qimron_Jericho_C_20151202	Qimron_Qalqilyah_C_20151202	Qimron_Ramallah_C_20151202	Qimron_Salfit_C_20151202	Quan_C.20160320.S1	Quan_C.20160320.S10	Quan_C.20160320.S11	Quan_C.20160320.S12	Quan_C.20160320.S13	Quan_C.20160320.S14	Quan_C.20160320.S15	Quan_C.20160320.S16	Quan_C.20160320.S17	Quan_C.20160320.S18	Quan_C.20160320.S19	Quan_C.20160320.S2	Quan_C.20160320.S3	Quan_C.20160320.S4	Quan_C.20160320.S5	Quan_C.20160320.S6	Quan_C.20160320.S7	Quan_C.20160320.S8	Quan_C.20160320.S9	Santos_C25.20160225	Santos_C27.20160225	Santos_C30.20160225	Santos_C32.20160225	Santos_C33.20160225	Santos_C35.20160225	Strain_primerC.20151215	Tyakht_Nov_282_C	Tyakht_Nov_287_C	Tyakht_OM_178_C	Tyakht_SAR_275_C	Tyakht_Spb_105_45P_C	Tyakht_Spb_73_13P_C	Tyakht_Spb_74_14P_C	Wagemans_C.20160412	Zambrano_C.20160412.s1	Zambrano_C.20160412.s2	crAssphage_C
Mazankova_primerC_19.20151201	804.737125528	10156.0006874	10154.1274972	579.574024536	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	477.918181545	477.918181545	477.918181545	477.918181545	477.918181545	477.918181545	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	1066.48963954	9421.62468002	9421.62468002	6743.34934626	9776.69509585	9792.49619706	9784.83614289	9775.7647466	9776.69509585	9792.49619706	9784.83614289	9775.7647466	18054.980538	17939.7478733	858.816502068	224.250977521	233.210941617	156.446124726	0	0.326671621672	104.547414283	19.7482729584	175.736937766	139.307949036	156.446124726	224.250977521	104.547414283	170.739118369	1422.83314329	1422.83314329	1415.47960091	1422.83314329	1422.83314329	1422.83314329	1404.69816918	1422.83314329	1422.83314329	1415.47960091	12159.4338089	12146.1765287	2500.15632608	2444.42989356	2481.84964133	2464.70064861	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	8418.23850848	2336.0517568	2336.0517568	2336.0517568	2336.0517568	2336.0517568	2336.0517568	1773.58676123	4396.77902146	4396.77902146	3796.2711437	2106.78765692	1455.26412124	1455.26412124	1455.26412124	857.558464882	9649.72298265	9649.72298265	5690.68649368
Mazankova_primerC_2.20151201	804.992514715	10156.2451123	10154.371863	579.894341898	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	352.757015257	352.757015257	352.757015257	352.757015257	352.757015257	352.757015257	352.757015257	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	477.664200352	477.664200352	477.664200352	477.664200352	477.664200352	477.664200352	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	1066.78894509	9421.7442123	9421.7442123	6743.60044034	9776.8447361	9792.64545448	9784.98498118	9775.91405132	9776.8447361	9792.64545448	9784.98498118	9775.91405132	18054.6582193	17939.4212694	859.105174611	224.540874131	233.395123613	156.135331325	0.326671621672	0	104.522244187	19.4652371026	175.967473079	139.634557837	156.135331325	224.540874131	104.522244187	170.963538539	1423.13512718	1423.13512718	1415.78123003	1423.13512718	1423.13512718	1423.13512718	1404.9998778	1423.13512718	1423.13512718	1415.78123003	12159.4080678	12146.148995	2499.96245968	2444.23789383	2481.65765224	2464.50752424	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	8417.93445948	2336.37347766	2336.37347766	2336.37347766	2336.37347766	2336.37347766	2336.37347766	1773.87128838	4396.4813123	4396.4813123	3795.96490526	2106.46383608	1455.04338254	1455.04338254	1455.04338254	857.848612639	9650.04054536	9650.04054536	5690.85670725
Mazankova_primerC_20.20151201	751.144874164	10092.9923542	10091.0965551	576.565450308	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	222.072578264	222.072578264	222.072578264	222.072578264	222.072578264	222.072578264	413.015142446	413.015142446	413.015142446	413.015142446	413.015142446	413.015142446	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	1119.54989433	9327.65155098	9327.65155098	6683.32077301	9687.8231878	9703.55119322	9695.81227195	9686.82931002	9687.8231878	9703.55119322	9695.81227195	9686.82931002	18061.1498004	17926.9161067	822.861515304	207.181277347	165.257289957	151.405839342	104.547414283	104.522244187	0	114.362780109	133.70934857	179.036706932	151.405839342	207.181277347	0.0	126.99515253	1473.08345806	1473.08345806	1466.00042586	1473.08345806	1473.08345806	1473.08345806	1455.18429221	1473.08345806	1473.08345806	1466.00042586	12054.8863964	12041.6307988	2580.02364524	2524.78657422	2562.19495988	2544.76824313	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	2364.29212114	2364.29212114	2364.29212114	2364.29212114	2364.29212114	2364.29212114	1732.06409806	4347.19413067	4347.19413067	3753.33976889	2087.31656359	1374.36912866	1374.36912866	1374.36912866	822.588522324	9633.31912621	9633.31912621	5784.06560483
Mazankova_primerC_22.20151201	824.255058659	10175.3283549	10173.4540577	598.345656307	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	348.00610742	348.00610742	348.00610742	348.00610742	348.00610742	348.00610742	348.00610742	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	471.094907429	471.094907429	471.094907429	471.094907429	471.094907429	471.094907429	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	1078.39599816	9437.01212186	9437.01212186	6762.79503966	9793.25393534	9809.04081886	9801.36521185	9792.31114663	9793.25393534	9809.04081886	9801.36521185	9792.31114663	18036.4536123	17922.7761546	878.555236154	243.985267193	251.110305127	143.880595947	19.7482729584	19.4652371026	114.362780109	0	194.843925999	156.93272399	143.880595947	243.985267193	114.362780109	189.718632122	1435.0373355	1435.0373355	1427.64030591	1435.0373355	1435.0373355	1435.0373355	1416.86935581	1435.0373355	1435.0373355	1427.64030591	12167.8327805	12154.4770021	2482.1104297	2426.44175511	2463.86162226	2446.67770752	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	8405.85953179	2351.2772078	2351.2772078	2351.2772078	2351.2772078	2351.2772078	2351.2772078	1793.33478725	4385.20257046	4385.20257046	3783.62722154	2091.10959052	1451.01520948	1451.01520948	1451.01520948	877.290374808	9668.69160462	9668.69160462	5691.29181174
Mazankova_primerC_23.20151201	630.472631963	9980.60808494	9978.73190297	444.458480646	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	396.313893121	396.313893121	396.313893121	396.313893121	396.313893121	396.313893121	396.313893121	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	525.809331307	525.809331307	525.809331307	525.809331307	525.809331307	525.809331307	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	1016.03116932	9260.36264442	9260.36264442	6568.39969038	9609.18161956	9625.05236845	9617.46972326	9608.31282182	9609.18161956	9625.05236845	9617.46972326	9608.31282182	18194.7384562	18057.1530294	692.91786696	77.9518338045	68.4956591145	283.297994462	175.736937766	175.967473079	133.70934857	194.843925999	0	122.808795079	283.297994462	77.9518338045	133.70934857	6.74139379914	1365.31937216	1365.31937216	1358.49955586	1365.31937216	1365.31937216	1365.31937216	1347.69008199	1365.31937216	1365.31937216	1358.49955586	12044.5167449	12031.9941701	2674.10653044	2618.20767029	2655.62429314	2638.58380484	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	8488.5469969	2240.03960116	2240.03960116	2240.03960116	2240.03960116	2240.03960116	2240.03960116	1605.11272421	4460.97933808	4460.97933808	3871.98910704	2217.472132	1457.60618086	1457.60618086	1457.60618086	692.300919083	9500.06775364	9500.06775364	5734.27890924
Mazankova_primerC_4.20151201	699.277377605	10049.960899	10048.11256	443.151612396	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	591.335504861	591.335504861	591.335504861	591.335504861	591.335504861	591.335504861	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	941.766338389	9368.23922047	9368.23922047	6634.88387106	9710.51000016	9726.46979415	9718.98812437	9709.72148587	9710.51000016	9726.46979415	9718.98812437	9709.72148587	18192.7449636	18078.9366496	737.125065436	117.05523312	190.099431691	291.692318556	139.307949036	139.634557837	179.036706932	156.93272399	122.808795079	0	291.692318556	117.05523312	179.036706932	123.396913033	1296.29867935	1296.29867935	1289.1258082	1296.29867935	1296.29867935	1296.29867935	1278.31584725	1296.29867935	1296.29867935	1289.1258082	12167.1482236	12154.6603049	2587.25812714	2530.82786153	2568.20570557	2551.53547472	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	8546.92957298	2199.51270685	2199.51270685	2199.51270685	2199.51270685	2199.51270685	2199.51270685	1652.2202784	4522.91695488	4522.91695488	3926.1802957	2244.58818952	1550.83546588	1550.83546588	1550.83546588	735.166184732	9513.68872403	9513.68872403	5621.37677437
Mazankova_primerC_5.20151201	900.531944256	10235.4076339	10233.4980592	720.139377802	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	336.610063378	336.610063378	336.610063378	336.610063378	336.610063378	336.610063378	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	1222.25914538	9431.47318748	9431.47318748	6827.73669007	9802.16221738	9817.75526719	9809.87486043	9801.05384963	9802.16221738	9817.75526719	9809.87486043	9801.05384963	17914.7572339	17789.5017021	974.262918973	352.190198165	315.302914367	0.0	156.446124726	156.135331325	151.405839342	143.880595947	283.297994462	291.692318556	0	352.190198165	151.405839342	276.705151601	1578.84361787	1578.84361787	1571.45828651	1578.84361787	1578.84361787	1578.84361787	1560.68446161	1578.84361787	1578.84361787	1571.45828651	12099.1531708	12085.107113	2454.80471072	2400.25788418	2437.60956792	2419.84382559	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	8262.09100798	2491.09094586	2491.09094586	2491.09094586	2491.09094586	2491.09094586	2491.09094586	1883.0136401	4241.33445656	4241.33445656	3639.97374813	1953.0790797	1321.40702003	1321.40702003	1321.40702003	973.97224331	9783.16819244	9783.16819244	5809.97305245
Mazankova_primerC_6.20151201	586.279646846	9938.49855725	9936.64034661	369.4534545	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	603.608622583	603.608622583	603.608622583	603.608622583	603.608622583	603.608622583	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	941.792968777	9252.73043151	9252.73043151	6524.35126258	9593.66701099	9609.63584427	9602.16485208	9592.88674032	9593.66701099	9609.63584427	9602.16485208	9592.88674032	18266.7906639	18133.6188855	634.574788348	0.0	111.935553677	352.190198165	224.250977521	224.540874131	207.181277347	243.985267193	77.9518338045	117.05523312	352.190198165	0	207.181277347	84.3373704018	1289.61592432	1289.61592432	1282.86592547	1289.61592432	1289.61592432	1289.61592432	1272.06373251	1289.61592432	1289.61592432	1282.86592547	12070.844548	12058.7277244	2703.2046981	2646.86566489	2684.25356866	2667.51551853	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	8566.16023529	2162.14834515	2162.14834515	2162.14834515	2162.14834515	2162.14834515	2162.14834515	1549.4856369	4538.38957324	4538.38957324	3949.86464252	2293.8720768	1528.62982916	1528.62982916	1528.62982916	633.308045635	9432.05965111	9432.05965111	5678.47043181
Mazankova_primerC_7.20151201	751.144874164	10092.9923542	10091.0965551	576.565450308	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	1350.11335791	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	283.110613573	222.072578264	222.072578264	222.072578264	222.072578264	222.072578264	222.072578264	413.015142446	413.015142446	413.015142446	413.015142446	413.015142446	413.015142446	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	453.547450528	1119.54989433	9327.65155098	9327.65155098	6683.32077301	9687.8231878	9703.55119322	9695.81227195	9686.82931002	9687.8231878	9703.55119322	9695.81227195	9686.82931002	18061.1498004	17926.9161067	822.861515304	207.181277347	165.257289957	151.405839342	104.547414283	104.522244187	0.0	114.362780109	133.70934857	179.036706932	151.405839342	207.181277347	0	126.99515253	1473.08345806	1473.08345806	1466.00042586	1473.08345806	1473.08345806	1473.08345806	1455.18429221	1473.08345806	1473.08345806	1466.00042586	12054.8863964	12041.6307988	2580.02364524	2524.78657422	2562.19495988	2544.76824313	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	8372.65836456	2364.29212114	2364.29212114	2364.29212114	2364.29212114	2364.29212114	2364.29212114	1732.06409806	4347.19413067	4347.19413067	3753.33976889	2087.31656359	1374.36912866	1374.36912866	1374.36912866	822.588522324	9633.31912621	9633.31912621	5784.06560483
Mazankova_primerC_9.20151201	636.135563739	9985.93320643	9984.05589851	451.173547029	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	1396.04047046	390.051831165	390.051831165	390.051831165	390.051831165	390.051831165	390.051831165	390.051831165	348.989787806	348.989787806	348.989787806	348.989787806	348.989787806	348.989787806	519.625440417	519.625440417	519.625440417	519.625440417	519.625440417	519.625440417	559.390764568	559.390764568	559.390764568	559.390764568	559.390764568	559.390764568	559.390764568	1021.45409563	9263.22676813	9263.22676813	6573.85845146	9612.65186391	9628.51509743	9620.92404326	9611.77637253	9612.65186391	9628.51509743	9620.92404326	9611.77637253	18188.0034435	18050.4852511	699.260917756	84.3373704018	69.9799426993	276.705151601	170.739118369	170.963538539	126.99515253	189.718632122	6.74139379914	123.396913033	276.705151601	84.3373704018	126.99515253	0	1370.98547706	1370.98547706	1364.15256847	1370.98547706	1370.98547706	1370.98547706	1353.34197422	1370.98547706	1370.98547706	1364.15256847	12044.4719337	12031.9121598	2669.71775839	2613.85195632	2651.26949559	2634.20794396	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	8482.42885612	2246.47836793	2246.47836793	2246.47836793	2246.47836793	2246.47836793	2246.47836793	1611.27216443	4454.93580456	4454.93580456	3865.74088483	2210.79387417	1452.79962842	1452.79962842	1452.79962842	698.671138215	9506.71149716	9506.71149716	5737.28254238
Muniesa_1.1_Gav_primerC.201510	1246.47248868	9533.16543874	9531.67699736	993.5818722	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	357.268311304	9459.84317211	9459.84317211	6158.1079571	9663.34618822	9680.61124397	9675.16966607	9664.06433978	9663.34618822	9680.61124397	9675.16966607	9664.06433978	18964.5261073	19111.7019646	1093.09819442	1289.61592432	1393.38036302	1578.84361787	1422.83314329	1423.13512718	1473.08345806	1435.0373355	1365.31937216	1296.29867935	1578.84361787	1289.61592432	1473.08345806	1370.98547706	0	0.0	8.36865029224	0.0	0.0	0.0	18.3965133693	0.0	0.0	8.36865029224	12753.8277036	12748.0689347	3145.62373733	3088.26597659	3121.45132049	3110.95798092	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	1421.29698458	5818.99644143	5818.99644143	5218.41130354	3500.44284953	2808.38508211	2808.38508211	2808.38508211	1084.85380389	8504.92162416	8504.92162416	4598.55835777
Muniesa_E13_Gav_primerC.201405	1246.47248868	9533.16543874	9531.67699736	993.5818722	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	357.268311304	9459.84317211	9459.84317211	6158.1079571	9663.34618822	9680.61124397	9675.16966607	9664.06433978	9663.34618822	9680.61124397	9675.16966607	9664.06433978	18964.5261073	19111.7019646	1093.09819442	1289.61592432	1393.38036302	1578.84361787	1422.83314329	1423.13512718	1473.08345806	1435.0373355	1365.31937216	1296.29867935	1578.84361787	1289.61592432	1473.08345806	1370.98547706	0.0	0	8.36865029224	0.0	0.0	0.0	18.3965133693	0.0	0.0	8.36865029224	12753.8277036	12748.0689347	3145.62373733	3088.26597659	3121.45132049	3110.95798092	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	1421.29698458	5818.99644143	5818.99644143	5218.41130354	3500.44284953	2808.38508211	2808.38508211	2808.38508211	1084.85380389	8504.92162416	8504.92162416	4598.55835777
Muniesa_E14_ElPratdeLlobregat_primerC.201401	1242.69022073	9539.94882586	9538.45878198	987.935644913	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	2675.97903901	1748.58040486	1748.58040486	1748.58040486	1748.58040486	1748.58040486	1748.58040486	1748.58040486	1647.19061219	1647.19061219	1647.19061219	1647.19061219	1647.19061219	1647.19061219	1878.77094017	1878.77094017	1878.77094017	1878.77094017	1878.77094017	1878.77094017	1919.20421493	1919.20421493	1919.20421493	1919.20421493	1919.20421493	1919.20421493	1919.20421493	349.692691323	9463.55490087	9463.55490087	6164.41735672	9667.8665976	9685.12644617	9679.67307579	9668.57657774	9667.8665976	9685.12644617	9679.67307579	9668.57657774	18958.8293965	19104.1992622	1089.68508018	1282.86592547	1386.78941504	1571.45828651	1415.47960091	1415.78123003	1466.00042586	1427.64030591	1358.49955586	1289.1258082	1571.45828651	1282.86592547	1466.00042586	1364.15256847	8.36865029224	8.36865029224	0	8.36865029224	8.36865029224	8.36865029224	10.8178316778	8.36865029224	8.36865029224	0.0	12754.7310216	12748.9216692	3137.92784801	3080.55880847	3113.76318277	3103.25109585	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	9833.45114616	1001.17856847	1001.17856847	1001.17856847	1001.17856847	1001.17856847	1001.17856847	1423.6344069	5811.74658245	5811.74658245	5210.9466271	3492.5439458	2802.11543782	2802.11543782	2802.11543782	1081.42858975	8513.19453749	8513.19453749	4601.07414834
Muniesa_E1_Gav_primerC.201510	1246.47248868	9533.16543874	9531.67699736	993.5818722	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	2681.37236236	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1755.61323684	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1654.61925185	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1885.81363502	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	1926.23782136	357.268311304	9459.84317211	9459.84317211	6158.1079571	9663.34618822	9680.61124397	9675.16966607	9664.06433978	9663.34618822	9680.61124397	9675.16966607	9664.06433978	18964.5261073	19111.7019646	1093.09819442	1289.61592432	1393.38036302	1578.84361787	1422.83314329	1423.13512718	1473.08345806	1435.0373355	1365.31937216	1296.29867935	1578.84361787	1289.61592432	1473.08345806	1370.98547706	0.0	0.0	8.36865029224	0	0.0	0.0	18.3965133693	0.0	0.0	8.36865029224	12753.8277036	12748.0689347	3145.62373733	3088.26597659	3121.45132049	3110.95798092	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	9840.87471892	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	992.812346778	1421.29698458	5818.99644143	5818.99644143	5218.41130354	3500.44284953	2808.38508211	2808.38508211	2808.38508211	1084.85380389	8504.92162416	8504.92162416	4598.55835777
