sampleid	Brouns_B.20151106	Cinek_bin11_primerB.20151120	Cinek_bin13_primerB.20151120	Cinek_bin14_primerB.20151120	Cinek_bin15_primerB.20151120	Cinek_bin16_primerB.20151120	Cinek_bin57_primerB.20151120	Decewicz_Dziewit_Lodz_Bseq1.20160126	Decewicz_Dziewit_Lodz_Bseq1.20160303	Decewicz_Dziewit_Lodz_Bseq2.20160303	Decewicz_Dziewit_Lodz_Bseq3.20160303	Decewicz_Dziewit_Lodz_Bseq4.20160303	Decewicz_Dziewit_Lodz_Bseq5.20160303	Decewicz_Dziewit_Oswiecim_Bseq1.20160126	Decewicz_Dziewit_Oswiecim_Bseq1.20160303	Decewicz_Dziewit_Oswiecim_Bseq2.20160126	Decewicz_Dziewit_Oswiecim_Bseq2.20160303	Decewicz_Dziewit_Oswiecim_Bseq3.20160126	Decewicz_Dziewit_Oswiecim_Bseq3.20160303	Decewicz_Dziewit_Oswiecim_Bseq4.20160126	Decewicz_Dziewit_Oswiecim_Bseq4.20160303	Decewicz_Dziewit_Oswiecim_Bseq5.20160303	Decewicz_Dziewit_Warsaw_Bseq1.20160126	Decewicz_Dziewit_Warsaw_Bseq1.20160303	Decewicz_Dziewit_Warsaw_Bseq2.20160303	Decewicz_Dziewit_Warsaw_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq1.20160126	Decewicz_Dziewit_Wyszkow_Bseq1.20160303	Decewicz_Dziewit_Wyszkow_Bseq2.20160126	Decewicz_Dziewit_Wyszkow_Bseq2.20160303	Decewicz_Dziewit_Wyszkow_Bseq3.20160126	Decewicz_Dziewit_Wyszkow_Bseq3.20160303	Decewicz_Dziewit_Wyszkow_Bseq4.20160126	Decewicz_Dziewit_Wyszkow_Bseq4.20160303	Decewicz_Dziewit_Wyszkow_Bseq5.20160126	Decewicz_Dziewit_Wyszkow_Bseq5.20160303	Desnues_sewage27_primerB.20151217	DiazMunoz_Davis1_B	DiazMunoz_Davis3_B	DiazMunoz_NYC_B	Edwards_B.20151012.S1	Edwards_B.20151012.S2	Edwards_B.20151012.S3	Edwards_B.20151012.S4	Edwards_B.20151209.S1	Edwards_B.20151209.S2	Edwards_B.20151209.S3	Edwards_B.20151209.S4	Fineran_Dunedin_B	Fineran_Greymouth_B	Mazankova_primerB_1.20151201	Mazankova_primerB_10.20151201	Mazankova_primerB_12.20151201	Mazankova_primerB_13.20151201	Mazankova_primerB_14.20151201	Mazankova_primerB_15.20151201	Mazankova_primerB_16.20151201	Mazankova_primerB_17.20151201	Mazankova_primerB_18.20151201	Mazankova_primerB_19.20151201	Mazankova_primerB_2.20151201	Mazankova_primerB_23.20151201	Mazankova_primerB_3.20151201	Mazankova_primerB_4.20151201	Mazankova_primerB_5.20151201	Mazankova_primerB_6.20151201	Mazankova_primerB_9.20151201	Muniesa_1.1_Gav_primerB.201510	Muniesa_E13_Gav_primerB.201405	Muniesa_E14_ElPratdeLlobregat_primerB.201401	Muniesa_E1_Gav_primerB.201510	Muniesa_E23_Gav_primerB.201406	Muniesa_E2_Gav_primerB.201510	Muniesa_E32_Girona_primerB.201505	Muniesa_E4_Gav_primerB.201311	Muniesa_E7_Gav_primerB.201401	Muniesa_E8_ElPratdeLlobregat_primerB.201401	Nigro_B.20161212.SandIsland	Nigro_B.20161212.Waianae	Qimron_Jericho_B_20151202	Qimron_Qalqilyah_B_20151202	Qimron_Ramallah_B_20151202	Qimron_Salfit_B_20151202	Raya_B.20160414	Santos_B13.20160225	Santos_B21.20160225	Santos_B24.20160225	Strain_primerB.20151215	Tyakht_Nov_282_B	Tyakht_Nov_285_B	Tyakht_Nov_287_B	Tyakht_OM_178_B	Tyakht_SAR_275_B	Zambrano_B.20160412.s1	crAssphage_B
Edwards_B.20151209.S4	9042.51794498	8921.287002	8921.287002	8921.287002	8921.287002	8921.287002	8921.287002	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9673.4746027	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9825.98985307	9679.07696565	9679.07696565	9679.07696565	9679.07696565	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9675.87383935	9712.86403024	728.211416314	728.211416314	3889.3867314	7.41524608561	16.7635148382	13.6647009498	0.0	7.41524608561	16.7635148382	13.6647009498	0	11397.4426039	11135.6905571	9592.88674032	9826.33974955	9792.31114663	9592.88674032	9709.72148587	9775.7647466	9587.78910108	9544.34028784	9801.05384963	9775.7647466	9775.91405132	9608.31282182	9544.34028784	9709.72148587	9801.05384963	9592.88674032	9611.77637253	9664.06433978	9664.06433978	9668.57657774	9664.06433978	9664.06433978	9664.06433978	9668.45483902	9664.06433978	9664.06433978	9668.57657774	4205.74095247	4227.4005623	12242.4784678	12190.3666328	12227.3051284	12208.680636	9710.16474894	9113.17524236	9113.17524236	9113.17524236	8303.4344673	10033.8138242	10033.8138242	10033.8138242	10240.9717456	10483.1794666	5472.05267545	12511.7491828
Fineran_Dunedin_B	18699.5502653	17274.9136604	17274.9136604	17274.9136604	17274.9136604	17274.9136604	17274.9136604	17827.0486308	17827.0486308	17827.0486308	17827.0486308	17827.0486308	17827.0486308	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17839.8808916	17710.3519106	17710.3519106	17710.3519106	17710.3519106	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	17676.0885944	18806.7453219	11574.3241659	11574.3241659	14913.1015094	11398.3787382	11380.9825569	11386.1051493	11397.4426039	11398.3787382	11380.9825569	11386.1051493	11397.4426039	0	382.958338797	18266.7906639	17902.5364948	18036.4536123	18266.7906639	18192.7449636	18054.980538	18155.0686253	18208.3407972	17914.7572339	18054.980538	18054.6582193	18194.7384562	18208.3407972	18192.7449636	17914.7572339	18266.7906639	18188.0034435	18964.5261073	18964.5261073	18958.8293965	18964.5261073	18964.5261073	18964.5261073	18956.9376752	18964.5261073	18964.5261073	18958.8293965	8129.036711	8131.13450613	15890.6933658	15948.8515235	15913.9247342	15926.2763012	9809.47554053	19223.243633	19223.243633	19223.243633	19351.3914334	13907.2462883	13907.2462883	13907.2462883	14442.7555014	15994.1056773	12332.4883034	14830.8345096
Fineran_Greymouth_B	18473.6442894	16999.3948763	16999.3948763	16999.3948763	16999.3948763	16999.3948763	16999.3948763	17669.4476351	17669.4476351	17669.4476351	17669.4476351	17669.4476351	17669.4476351	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17712.1500506	17545.3157218	17545.3157218	17545.3157218	17545.3157218	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	17508.2357587	18854.6293331	11282.4945822	11282.4945822	14739.8423597	11136.9548798	11119.3889678	11124.0235706	11135.6905571	11136.9548798	11119.3889678	11124.0235706	11135.6905571	382.958338797	0	18133.6188855	17781.2386457	17922.7761546	18133.6188855	18078.9366496	17939.7478733	18008.8402917	18057.782315	17789.5017021	17939.7478733	17939.4212694	18057.1530294	18057.782315	18078.9366496	17789.5017021	18133.6188855	18050.4852511	19111.7019646	19111.7019646	19104.1992622	19111.7019646	19111.7019646	19111.7019646	19098.6550892	19111.7019646	19111.7019646	19104.1992622	7777.25668633	7778.46794339	15967.2822359	16024.7820301	15991.3567181	16002.0885035	10075.4773287	19602.7071364	19602.7071364	19602.7071364	18975.3502532	13666.8705283	13666.8705283	13666.8705283	14223.9705196	15839.7510344	12381.094334	15211.9327184
Mazankova_primerB_1.20151201	586.279646846	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	603.608622583	603.608622583	603.608622583	603.608622583	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	941.792968777	9252.73043151	9252.73043151	6524.35126258	9593.66701099	9609.63584427	9602.16485208	9592.88674032	9593.66701099	9609.63584427	9602.16485208	9592.88674032	18266.7906639	18133.6188855	0	365.567700184	243.985267193	0.0	117.05523312	224.250977521	136.782215964	111.935553677	352.190198165	224.250977521	224.540874131	77.9518338045	111.935553677	117.05523312	352.190198165	0.0	84.3373704018	1289.61592432	1289.61592432	1282.86592547	1289.61592432	1289.61592432	1289.61592432	1272.06373251	1289.61592432	1289.61592432	1282.86592547	12070.844548	12058.7277244	2703.2046981	2646.86566489	2684.25356866	2667.51551853	11736.3632402	2162.14834515	2162.14834515	2162.14834515	1549.4856369	4538.38957324	4538.38957324	4538.38957324	3949.86464252	2293.8720768	9432.05965111	5678.47043181
Mazankova_primerB_10.20151201	920.50600334	1361.40732078	1361.40732078	1361.40732078	1361.40732078	1361.40732078	1361.40732078	241.020834053	241.020834053	241.020834053	241.020834053	241.020834053	241.020834053	76.4984995303	76.4984995303	76.4984995303	76.4984995303	76.4984995303	76.4984995303	76.4984995303	76.4984995303	76.4984995303	349.126621093	349.126621093	349.126621093	349.126621093	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	387.452688149	1221.64984772	9456.91130484	9456.91130484	6849.78654939	9827.44488479	9843.04179707	9835.16530259	9826.33974955	9827.44488479	9843.04179707	9835.16530259	9826.33974955	17902.5364948	17781.2386457	365.567700184	0	144.883007786	365.567700184	298.016648748	159.81850654	278.897281224	334.708072316	25.4397664144	159.81850654	159.495663371	299.165241951	334.708072316	298.016648748	25.4397664144	365.567700184	292.685056565	1578.58139616	1578.58139616	1571.13282927	1578.58139616	1578.58139616	1578.58139616	1560.37644977	1578.58139616	1578.58139616	1571.13282927	12122.0330283	12107.9261871	2429.94309552	2375.35039262	2412.70697171	2394.96192621	12031.931445	2495.83642276	2495.83642276	2495.83642276	1901.68375124	4242.98093214	4242.98093214	4242.98093214	3639.84163413	1947.00679342	9797.56702409	5794.70978798
Mazankova_primerB_12.20151201	824.255058659	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	1448.08808565	348.00610742	348.00610742	348.00610742	348.00610742	348.00610742	348.00610742	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	219.915620761	471.094907429	471.094907429	471.094907429	471.094907429	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	511.208905339	1078.39599816	9437.01212186	9437.01212186	6762.79503966	9793.25393534	9809.04081886	9801.36521185	9792.31114663	9793.25393534	9809.04081886	9801.36521185	9792.31114663	18036.4536123	17922.7761546	243.985267193	144.883007786	0	243.985267193	156.93272399	19.7482729584	204.55654584	251.110305127	143.880595947	19.7482729584	19.4652371026	194.843925999	251.110305127	156.93272399	143.880595947	243.985267193	189.718632122	1435.0373355	1435.0373355	1427.64030591	1435.0373355	1435.0373355	1435.0373355	1416.86935581	1435.0373355	1435.0373355	1427.64030591	12167.8327805	12154.4770021	2482.1104297	2426.44175511	2463.86162226	2446.67770752	11889.3277793	2351.2772078	2351.2772078	2351.2772078	1793.33478725	4385.20257046	4385.20257046	4385.20257046	3783.62722154	2091.10959052	9668.69160462	5691.29181174
Mazankova_primerB_13.20151201	586.279646846	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	603.608622583	603.608622583	603.608622583	603.608622583	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	941.792968777	9252.73043151	9252.73043151	6524.35126258	9593.66701099	9609.63584427	9602.16485208	9592.88674032	9593.66701099	9609.63584427	9602.16485208	9592.88674032	18266.7906639	18133.6188855	0.0	365.567700184	243.985267193	0	117.05523312	224.250977521	136.782215964	111.935553677	352.190198165	224.250977521	224.540874131	77.9518338045	111.935553677	117.05523312	352.190198165	0.0	84.3373704018	1289.61592432	1289.61592432	1282.86592547	1289.61592432	1289.61592432	1289.61592432	1272.06373251	1289.61592432	1289.61592432	1282.86592547	12070.844548	12058.7277244	2703.2046981	2646.86566489	2684.25356866	2667.51551853	11736.3632402	2162.14834515	2162.14834515	2162.14834515	1549.4856369	4538.38957324	4538.38957324	4538.38957324	3949.86464252	2293.8720768	9432.05965111	5678.47043181
Mazankova_primerB_14.20151201	699.277377605	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	591.335504861	591.335504861	591.335504861	591.335504861	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	941.766338389	9368.23922047	9368.23922047	6634.88387106	9710.51000016	9726.46979415	9718.98812437	9709.72148587	9710.51000016	9726.46979415	9718.98812437	9709.72148587	18192.7449636	18078.9366496	117.05523312	298.016648748	156.93272399	117.05523312	0	139.307949036	177.929086612	190.099431691	291.692318556	139.307949036	139.634557837	122.808795079	190.099431691	0.0	291.692318556	117.05523312	123.396913033	1296.29867935	1296.29867935	1289.1258082	1296.29867935	1296.29867935	1296.29867935	1278.31584725	1296.29867935	1296.29867935	1289.1258082	12167.1482236	12154.6603049	2587.25812714	2530.82786153	2568.20570557	2551.53547472	11751.0947504	2199.51270685	2199.51270685	2199.51270685	1652.2202784	4522.91695488	4522.91695488	4522.91695488	3926.1802957	2244.58818952	9513.68872403	5621.37677437
Mazankova_primerB_15.20151201	804.737125528	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	477.918181545	477.918181545	477.918181545	477.918181545	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	1066.48963954	9421.62468002	9421.62468002	6743.34934626	9776.69509585	9792.49619706	9784.83614289	9775.7647466	9776.69509585	9792.49619706	9784.83614289	9775.7647466	18054.980538	17939.7478733	224.250977521	159.81850654	19.7482729584	224.250977521	139.307949036	0	188.106518943	233.210941617	156.446124726	0.0	0.326671621672	175.736937766	233.210941617	139.307949036	156.446124726	224.250977521	170.739118369	1422.83314329	1422.83314329	1415.47960091	1422.83314329	1422.83314329	1422.83314329	1404.69816918	1422.83314329	1422.83314329	1415.47960091	12159.4338089	12146.1765287	2500.15632608	2444.42989356	2481.84964133	2464.70064861	11877.5735607	2336.0517568	2336.0517568	2336.0517568	1773.58676123	4396.77902146	4396.77902146	4396.77902146	3796.2711437	2106.78765692	9649.72298265	5690.68649368
Mazankova_primerB_16.20151201	641.614013221	1336.87757151	1336.87757151	1336.87757151	1336.87757151	1336.87757151	1336.87757151	341.497951798	341.497951798	341.497951798	341.497951798	341.497951798	341.497951798	324.882652297	324.882652297	324.882652297	324.882652297	324.882652297	324.882652297	324.882652297	324.882652297	324.882652297	469.623041532	469.623041532	469.623041532	469.623041532	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	508.801462674	1078.13939015	9233.88993053	9233.88993053	6573.39640967	9588.72768486	9604.51940161	9596.84946976	9587.78910108	9588.72768486	9604.51940161	9596.84946976	9587.78910108	18155.0686253	18008.8402917	136.782215964	278.897281224	204.55654584	136.782215964	177.929086612	188.106518943	0	56.2939376968	259.171769339	188.106518943	188.245123088	63.6873142156	56.2939376968	177.929086612	259.171769339	136.782215964	59.5523697763	1426.39070076	1426.39070076	1419.63452404	1426.39070076	1426.39070076	1426.39070076	1408.83148874	1426.39070076	1426.39070076	1419.63452404	11995.6140522	11982.8675966	2684.82912656	2629.34857804	2666.76609485	2649.47376806	11872.3834021	2294.01297213	2294.01297213	2294.01297213	1624.05017986	4402.61101288	4402.61101288	4402.61101288	3815.69868675	2170.46463693	9532.41469509	5796.13358599
Mazankova_primerB_17.20151201	585.89211167	1346.84991595	1346.84991595	1346.84991595	1346.84991595	1346.84991595	1346.84991595	388.405745358	388.405745358	388.405745358	388.405745358	388.405745358	388.405745358	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	514.336448228	514.336448228	514.336448228	514.336448228	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	1048.44950026	9194.25236766	9194.25236766	6519.29971325	9545.23747269	9561.07626159	9553.45815733	9544.34028784	9545.23747269	9561.07626159	9553.45815733	9544.34028784	18208.3407972	18057.782315	111.935553677	334.708072316	251.110305127	111.935553677	190.099431691	233.210941617	56.2939376968	0	315.302914367	233.210941617	233.395123613	68.4956591145	0.0	190.099431691	315.302914367	111.935553677	69.9799426993	1393.38036302	1393.38036302	1386.78941504	1393.38036302	1393.38036302	1393.38036302	1376.0109058	1393.38036302	1393.38036302	1386.78941504	11977.1325023	11964.6786886	2733.22070218	2677.54520763	2714.96508572	2697.78667331	11833.6326271	2249.69632329	2249.69632329	2249.69632329	1567.8047621	4442.15699581	4442.15699581	4442.15699581	3858.19455415	2221.04962691	9476.95177334	5789.49852568
Mazankova_primerB_18.20151201	900.531944256	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	336.610063378	336.610063378	336.610063378	336.610063378	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	1222.25914538	9431.47318748	9431.47318748	6827.73669007	9802.16221738	9817.75526719	9809.87486043	9801.05384963	9802.16221738	9817.75526719	9809.87486043	9801.05384963	17914.7572339	17789.5017021	352.190198165	25.4397664144	143.880595947	352.190198165	291.692318556	156.446124726	259.171769339	315.302914367	0	156.446124726	156.135331325	283.297994462	315.302914367	291.692318556	0.0	352.190198165	276.705151601	1578.84361787	1578.84361787	1571.45828651	1578.84361787	1578.84361787	1578.84361787	1560.68446161	1578.84361787	1578.84361787	1571.45828651	12099.1531708	12085.107113	2454.80471072	2400.25788418	2437.60956792	2419.84382559	12033.2083412	2491.09094586	2491.09094586	2491.09094586	1883.0136401	4241.33445656	4241.33445656	4241.33445656	3639.97374813	1953.0790797	9783.16819244	5809.97305245
Mazankova_primerB_19.20151201	804.737125528	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	1446.73479892	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	352.991510751	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	233.557349213	477.918181545	477.918181545	477.918181545	477.918181545	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	518.239442119	1066.48963954	9421.62468002	9421.62468002	6743.34934626	9776.69509585	9792.49619706	9784.83614289	9775.7647466	9776.69509585	9792.49619706	9784.83614289	9775.7647466	18054.980538	17939.7478733	224.250977521	159.81850654	19.7482729584	224.250977521	139.307949036	0.0	188.106518943	233.210941617	156.446124726	0	0.326671621672	175.736937766	233.210941617	139.307949036	156.446124726	224.250977521	170.739118369	1422.83314329	1422.83314329	1415.47960091	1422.83314329	1422.83314329	1422.83314329	1404.69816918	1422.83314329	1422.83314329	1415.47960091	12159.4338089	12146.1765287	2500.15632608	2444.42989356	2481.84964133	2464.70064861	11877.5735607	2336.0517568	2336.0517568	2336.0517568	1773.58676123	4396.77902146	4396.77902146	4396.77902146	3796.2711437	2106.78765692	9649.72298265	5690.68649368
Mazankova_primerB_2.20151201	804.992514715	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	1446.59074978	352.757015257	352.757015257	352.757015257	352.757015257	352.757015257	352.757015257	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	233.241550455	477.664200352	477.664200352	477.664200352	477.664200352	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	517.983494086	1066.78894509	9421.7442123	9421.7442123	6743.60044034	9776.8447361	9792.64545448	9784.98498118	9775.91405132	9776.8447361	9792.64545448	9784.98498118	9775.91405132	18054.6582193	17939.4212694	224.540874131	159.495663371	19.4652371026	224.540874131	139.634557837	0.326671621672	188.245123088	233.395123613	156.135331325	0.326671621672	0	175.967473079	233.395123613	139.634557837	156.135331325	224.540874131	170.963538539	1423.13512718	1423.13512718	1415.78123003	1423.13512718	1423.13512718	1423.13512718	1404.9998778	1423.13512718	1423.13512718	1415.78123003	12159.4080678	12146.148995	2499.96245968	2444.23789383	2481.65765224	2464.50752424	11877.8726022	2336.37347766	2336.37347766	2336.37347766	1773.87128838	4396.4813123	4396.4813123	4396.4813123	3795.96490526	2106.46383608	9650.04054536	5690.85670725
Mazankova_primerB_23.20151201	630.472631963	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	1399.3103834	396.313893121	396.313893121	396.313893121	396.313893121	396.313893121	396.313893121	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	355.683490017	525.809331307	525.809331307	525.809331307	525.809331307	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	565.532751088	1016.03116932	9260.36264442	9260.36264442	6568.39969038	9609.18161956	9625.05236845	9617.46972326	9608.31282182	9609.18161956	9625.05236845	9617.46972326	9608.31282182	18194.7384562	18057.1530294	77.9518338045	299.165241951	194.843925999	77.9518338045	122.808795079	175.736937766	63.6873142156	68.4956591145	283.297994462	175.736937766	175.967473079	0	68.4956591145	122.808795079	283.297994462	77.9518338045	6.74139379914	1365.31937216	1365.31937216	1358.49955586	1365.31937216	1365.31937216	1365.31937216	1347.69008199	1365.31937216	1365.31937216	1358.49955586	12044.5167449	12031.9941701	2674.10653044	2618.20767029	2655.62429314	2638.58380484	11813.6395668	2240.03960116	2240.03960116	2240.03960116	1605.11272421	4460.97933808	4460.97933808	4460.97933808	3871.98910704	2217.472132	9500.06775364	5734.27890924
Mazankova_primerB_3.20151201	585.89211167	1346.84991595	1346.84991595	1346.84991595	1346.84991595	1346.84991595	1346.84991595	388.405745358	388.405745358	388.405745358	388.405745358	388.405745358	388.405745358	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	381.090727561	514.336448228	514.336448228	514.336448228	514.336448228	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	552.698439178	1048.44950026	9194.25236766	9194.25236766	6519.29971325	9545.23747269	9561.07626159	9553.45815733	9544.34028784	9545.23747269	9561.07626159	9553.45815733	9544.34028784	18208.3407972	18057.782315	111.935553677	334.708072316	251.110305127	111.935553677	190.099431691	233.210941617	56.2939376968	0.0	315.302914367	233.210941617	233.395123613	68.4956591145	0	190.099431691	315.302914367	111.935553677	69.9799426993	1393.38036302	1393.38036302	1386.78941504	1393.38036302	1393.38036302	1393.38036302	1376.0109058	1393.38036302	1393.38036302	1386.78941504	11977.1325023	11964.6786886	2733.22070218	2677.54520763	2714.96508572	2697.78667331	11833.6326271	2249.69632329	2249.69632329	2249.69632329	1567.8047621	4442.15699581	4442.15699581	4442.15699581	3858.19455415	2221.04962691	9476.95177334	5789.49852568
Mazankova_primerB_4.20151201	699.277377605	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	1510.89911249	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	461.803339847	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	369.494509379	591.335504861	591.335504861	591.335504861	591.335504861	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	631.922269322	941.766338389	9368.23922047	9368.23922047	6634.88387106	9710.51000016	9726.46979415	9718.98812437	9709.72148587	9710.51000016	9726.46979415	9718.98812437	9709.72148587	18192.7449636	18078.9366496	117.05523312	298.016648748	156.93272399	117.05523312	0.0	139.307949036	177.929086612	190.099431691	291.692318556	139.307949036	139.634557837	122.808795079	190.099431691	0	291.692318556	117.05523312	123.396913033	1296.29867935	1296.29867935	1289.1258082	1296.29867935	1296.29867935	1296.29867935	1278.31584725	1296.29867935	1296.29867935	1289.1258082	12167.1482236	12154.6603049	2587.25812714	2530.82786153	2568.20570557	2551.53547472	11751.0947504	2199.51270685	2199.51270685	2199.51270685	1652.2202784	4522.91695488	4522.91695488	4522.91695488	3926.1802957	2244.58818952	9513.68872403	5621.37677437
Mazankova_primerB_5.20151201	900.531944256	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	1342.51157215	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	223.521043281	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	77.8036055294	336.610063378	336.610063378	336.610063378	336.610063378	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	375.691655484	1222.25914538	9431.47318748	9431.47318748	6827.73669007	9802.16221738	9817.75526719	9809.87486043	9801.05384963	9802.16221738	9817.75526719	9809.87486043	9801.05384963	17914.7572339	17789.5017021	352.190198165	25.4397664144	143.880595947	352.190198165	291.692318556	156.446124726	259.171769339	315.302914367	0.0	156.446124726	156.135331325	283.297994462	315.302914367	291.692318556	0	352.190198165	276.705151601	1578.84361787	1578.84361787	1571.45828651	1578.84361787	1578.84361787	1578.84361787	1560.68446161	1578.84361787	1578.84361787	1571.45828651	12099.1531708	12085.107113	2454.80471072	2400.25788418	2437.60956792	2419.84382559	12033.2083412	2491.09094586	2491.09094586	2491.09094586	1883.0136401	4241.33445656	4241.33445656	4241.33445656	3639.97374813	1953.0790797	9783.16819244	5809.97305245
Mazankova_primerB_6.20151201	586.279646846	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	1458.69038659	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	474.22290505	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	426.997773033	603.608622583	603.608622583	603.608622583	603.608622583	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	643.251608042	941.792968777	9252.73043151	9252.73043151	6524.35126258	9593.66701099	9609.63584427	9602.16485208	9592.88674032	9593.66701099	9609.63584427	9602.16485208	9592.88674032	18266.7906639	18133.6188855	0.0	365.567700184	243.985267193	0.0	117.05523312	224.250977521	136.782215964	111.935553677	352.190198165	224.250977521	224.540874131	77.9518338045	111.935553677	117.05523312	352.190198165	0	84.3373704018	1289.61592432	1289.61592432	1282.86592547	1289.61592432	1289.61592432	1289.61592432	1272.06373251	1289.61592432	1289.61592432	1282.86592547	12070.844548	12058.7277244	2703.2046981	2646.86566489	2684.25356866	2667.51551853	11736.3632402	2162.14834515	2162.14834515	2162.14834515	1549.4856369	4538.38957324	4538.38957324	4538.38957324	3949.86464252	2293.8720768	9432.05965111	5678.47043181
