sampleid	Brouns_A.20151106	CazaresVinuesa_20160516	Cho_A.20160208	Cinek_bin08_primerA.20151120	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin13_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Cinek_bin55_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin79_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq1.20160303	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Decewicz_Dziewit_Lodz_Aseq3.20160303	Decewicz_Dziewit_Lodz_Aseq4.20160303	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	DiazMunoz_Davis1_A	DiazMunoz_Davis3_A	DiazMunoz_NYC_A	Edwards_A.20151002.S1	Edwards_A.20151002.S2	Edwards_A.20151002.S3	Edwards_A.20151002.S4	Edwards_A.20151209.S1	Edwards_A.20151209.S2	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Fineran_Dunedin_	Fineran_Greymouth_A	Lavigne.PrimerA.20160126	Mazankova_primerA_10.20151201	Mazankova_primerA_11.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_16.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_19.20151201	Mazankova_primerA_2.20151201	Mazankova_primerA_20.20151201	Mazankova_primerA_22.20151201	Mazankova_primerA_23.20151201	Mazankova_primerA_3.20151201	Mazankova_primerA_4.20151201	Mazankova_primerA_5.20151201	Mazankova_primerA_6.20151201	Mazankova_primerA_7.20151201	Mazankova_primerA_9.20151201	Muniesa_1.1_Gav_primerA.201510	Muniesa_E13_Gav_primerA.201405	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Muniesa_E1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E2_Gav_primerA.201510	Muniesa_E32_Girona_primerA.201505	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Nigro_A.20161212.SandIsland	Nigro_A.20161212.Waianae	Qimron_Jericho_A_20151202	Qimron_Qalqilyah_A_20151202	Qimron_Ramallah_A_20151202	Qimron_Salfit_A_20151202	Santos_A1.20160225	Santos_A10.20160225	Santos_A2.20160225	Santos_A9.20160225	Strain_primerA.20151215	Tyakht_Nov_282_A	Tyakht_Nov_287_A	Tyakht_OM_178_A	Tyakht_Spb_105_45P_A	Tyakht_Spb_73_13P_A	Tyakht_Spb_74_14P_A	Wagemans_A.20160412	Zambrano_A.20160412.1	Zambrano_A.20160412.s2	crAssphage_A
Decewicz_Dziewit_Wyszkow_Aseq3.20160303	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq4.20160303	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
Decewicz_Dziewit_Wyszkow_Aseq5.20160303	1050.05063527	10245.7036138	996.16868577	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	40.6034456707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	7311.70694081	7311.70694081	4122.93700841	7503.44157462	7520.6905932	7515.21751919	7504.13521484	7503.44157462	7520.6905932	7515.21751919	7504.13521484	8677.19710792	9053.2282205	1167.15314224	387.452688149	375.691655484	511.208905339	643.251608042	631.922269322	508.801462674	375.691655484	518.239442119	517.983494086	453.547450528	511.208905339	565.532751088	552.698439178	631.922269322	375.691655484	643.251608042	453.547450528	559.390764568	1926.23782136	1926.23782136	1919.20421493	1926.23782136	1926.23782136	1926.23782136	1908.38665031	1926.23782136	1926.23782136	1919.20421493	11802.8066243	11787.5297854	2568.24963482	2517.31907574	2553.92938788	2534.9919756	1804.64628737	1804.64628737	1804.64628737	1804.64628737	883.059416622	3895.86481349	3895.86481349	3306.92171739	946.992811323	946.992811323	946.992811323	1169.39708498	7163.74916442	7163.74916442	6178.92379219
DiazMunoz_Davis1_A	8170.49333438	12343.5352107	8279.11551891	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	0	9.49651002884e-05	4038.08940013	735.089483788	735.638854308	723.843507098	728.211416314	735.089483788	735.638854308	723.843507098	728.211416314	4035.87109358	4142.27453618	8329.66037227	7666.53079318	7663.971801	7807.66599317	7951.14387925	7942.05403433	7814.58833464	7663.971801	7818.61361689	7818.32149721	7764.84174343	7807.66599317	7874.44876702	7851.33918868	7942.05403433	7663.971801	7951.14387925	7764.84174343	7868.59923564	9237.90490607	9237.90490607	9230.83833417	9237.90490607	9237.90490607	9237.90490607	9220.02178882	9237.90490607	9237.90490607	9230.83833417	7749.14588184	7713.90328927	7574.93257712	7593.07486338	7592.55171614	7582.48559114	9004.91170693	9004.91170693	9004.91170693	9004.91170693	8062.1374522	3427.75077126	3427.75077126	4055.78907183	6469.03997487	6469.03997487	6469.03997487	8335.48228014	6100.31280772	6100.31280772	12705.3137621
DiazMunoz_Davis3_A	8170.49333438	12343.5352107	8279.11551891	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	6694.00018758	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7482.32827971	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7590.03904491	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7352.10891888	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	7311.70694081	9.49651002884e-05	0	4038.08940013	735.089483788	735.638854308	723.843507098	728.211416314	735.089483788	735.638854308	723.843507098	728.211416314	4035.87109358	4142.27453618	8329.66037227	7666.53079318	7663.971801	7807.66599317	7951.14387925	7942.05403433	7814.58833464	7663.971801	7818.61361689	7818.32149721	7764.84174343	7807.66599317	7874.44876702	7851.33918868	7942.05403433	7663.971801	7951.14387925	7764.84174343	7868.59923564	9237.90490607	9237.90490607	9230.83833417	9237.90490607	9237.90490607	9237.90490607	9220.02178882	9237.90490607	9237.90490607	9230.83833417	7749.14588184	7713.90328927	7574.93257712	7593.07486338	7592.55171614	7582.48559114	9004.91170693	9004.91170693	9004.91170693	9004.91170693	8062.1374522	3427.75077126	3427.75077126	4055.78907183	6469.03997487	6469.03997487	6469.03997487	8335.48228014	6100.31280772	6100.31280772	12705.3137621
DiazMunoz_NYC_A	5167.12872838	13361.3669376	5089.4404558	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4050.05660078	4271.55062476	4271.55062476	4271.55062476	4271.55062476	4271.55062476	4271.55062476	4271.55062476	4294.91389383	4294.91389383	4294.91389383	4294.91389383	4294.91389383	4294.91389383	4294.91389383	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4156.14040479	4122.93700841	4122.93700841	4122.93700841	4122.93700841	4122.93700841	4122.93700841	4122.93700841	4122.93700841	4038.08940013	4038.08940013	0	3885.76201663	3903.46044358	3902.75884354	3889.3867314	3885.76201663	3903.46044358	3902.75884354	3889.3867314	7325.81728378	7584.93498079	5290.01255895	4362.6984767	4371.80357124	4503.66053914	4720.0332918	4660.00515198	4601.99549463	4371.80357124	4520.74230124	4520.41563575	4512.87946316	4503.66053914	4645.31006041	4654.25655972	4660.00515198	4371.80357124	4720.0332918	4512.87946316	4638.57683564	5859.31825111	5859.31825111	5851.09018013	5859.31825111	5859.31825111	5859.31825111	5841.11539843	5859.31825111	5859.31825111	5851.09018013	11286.3207089	11254.4612004	3563.55245466	3587.41135226	3582.90793186	3574.71277889	5419.43082701	5419.43082701	5419.43082701	5419.43082701	5004.89848994	1712.88936517	1712.88936517	1526.1966999	3662.18274159	3662.18274159	3662.18274159	5292.31810619	4011.2625786	4011.2625786	8669.78065407
Edwards_A.20151002.S1	8426.674857	13073.9938234	8492.03193012	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	735.089483788	735.089483788	3885.76201663	0	17.891979804	19.3700259252	7.41524608561	0.0	17.891979804	19.3700259252	7.41524608561	4701.26755598	4776.28570947	8580.75700398	7836.98883568	7837.46791778	7981.01457524	8146.66143224	8124.00702078	8011.95950645	7837.46791778	7993.82862742	7993.52127736	7951.01998335	7981.01457524	8068.86359237	8053.44417761	8124.00702078	7837.46791778	8146.66143224	7951.01998335	8062.66228642	9415.25824049	9415.25824049	9407.73267234	9415.25824049	9415.25824049	9415.25824049	9397.00341058	9415.25824049	9415.25824049	9407.73267234	8291.89520885	8256.3152589	7447.92123573	7472.72006629	7467.613055	7459.74836228	9111.50484366	9111.50484366	9111.50484366	9111.50484366	8303.20145268	3619.23724866	3619.23724866	4197.82939403	6720.49095816	6720.49095816	6720.49095816	8585.86329732	5464.74291107	5464.74291107	12507.1006677
Edwards_A.20151002.S2	8443.47134193	13072.2518598	8509.18075521	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	735.638854308	735.638854308	3903.46044358	17.891979804	0	11.9587314979	16.7635148382	17.891979804	0.0	11.9587314979	16.7635148382	4694.46148675	4768.06512747	8597.60664068	7854.38576194	7854.84699562	7998.40050264	8163.91530253	8141.3469703	8029.19479169	7854.84699562	8011.20401647	8010.89674445	7968.32596477	7998.40050264	8086.12128661	8070.64900705	8141.3469703	7854.84699562	8163.91530253	7968.32596477	8079.92203379	9432.67573123	9432.67573123	9425.15252296	9432.67573123	9432.67573123	9432.67573123	9414.42237401	9432.67573123	9432.67573123	9425.15252296	8280.24148838	8244.65572587	7465.56012953	7490.38517574	7485.25989792	7477.40438278	9129.23323565	9129.23323565	9129.23323565	9129.23323565	8320.12165169	3636.14445546	3636.14445546	4215.16683981	6737.22382541	6737.22382541	6737.22382541	8602.71941161	5473.8263633	5473.8263633	12524.1099319
Edwards_A.20151002.S3	8437.13532898	13060.8452809	8503.4905263	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	723.843507098	723.843507098	3902.75884354	19.3700259252	11.9587314979	0	13.6647009498	19.3700259252	11.9587314979	0.0	13.6647009498	4684.56689053	4758.79381516	8591.35902013	7849.26679149	7849.68233659	7993.25295223	8158.4516406	8136.08449143	8023.69002764	7849.68233659	8006.02967644	8005.72260217	7962.98254679	7993.25295223	8080.66639756	8065.07770758	8136.08449143	7849.68233659	8158.4516406	7962.98254679	8074.47178873	9427.60722599	9427.60722599	9420.0902856	9427.60722599	9427.60722599	9427.60722599	9409.35780543	9427.60722599	9427.60722599	9420.0902856	8272.9607647	8237.37904876	7465.10254798	7489.82033105	7484.77037727	7476.87739313	9125.22097646	9125.22097646	9125.22097646	9125.22097646	8313.99664952	3630.01331891	3630.01331891	4209.91083523	6730.78899143	6730.78899143	6730.78899143	8596.48277454	5482.65785239	5482.65785239	12525.40198
Edwards_A.20151002.S4	8426.7547043	13066.8386414	8492.57503604	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	728.211416314	728.211416314	3889.3867314	7.41524608561	16.7635148382	13.6647009498	0	7.41524608561	16.7635148382	13.6647009498	0.0	4693.85546726	4768.92055934	8580.90155037	7837.92652614	7838.37444888	7981.93295633	8147.36245092	8124.84692104	8012.63177708	7838.37444888	7994.72873477	7994.42151944	7951.80397362	7981.93295633	8069.57060332	8054.07009889	8124.84692104	7838.37444888	8147.36245092	7951.80397362	8063.37251245	9416.23201415	9416.23201415	9408.71069199	9416.23201415	9416.23201415	9416.23201415	9397.9798368	9416.23201415	9416.23201415	9408.71069199	8284.92244851	8249.34359879	7451.67757029	7476.41879219	7471.352269	7463.46745613	9113.17524236	9113.17524236	9113.17524236	9113.17524236	8303.4344673	3619.4549313	3619.4549313	4198.66679873	6720.49549977	6720.49549977	6720.49549977	8586.0158378	5472.05267545	5472.05267545	12511.7491828
Edwards_A.20151209.S1	8426.674857	13073.9938234	8492.03193012	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	6985.77169257	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7672.69428708	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7761.16787985	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7543.05869357	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	7503.44157462	735.089483788	735.089483788	3885.76201663	0.0	17.891979804	19.3700259252	7.41524608561	0	17.891979804	19.3700259252	7.41524608561	4701.26755598	4776.28570947	8580.75700398	7836.98883568	7837.46791778	7981.01457524	8146.66143224	8124.00702078	8011.95950645	7837.46791778	7993.82862742	7993.52127736	7951.01998335	7981.01457524	8068.86359237	8053.44417761	8124.00702078	7837.46791778	8146.66143224	7951.01998335	8062.66228642	9415.25824049	9415.25824049	9407.73267234	9415.25824049	9415.25824049	9415.25824049	9397.00341058	9415.25824049	9415.25824049	9407.73267234	8291.89520885	8256.3152589	7447.92123573	7472.72006629	7467.613055	7459.74836228	9111.50484366	9111.50484366	9111.50484366	9111.50484366	8303.20145268	3619.23724866	3619.23724866	4197.82939403	6720.49095816	6720.49095816	6720.49095816	8585.86329732	5464.74291107	5464.74291107	12507.1006677
Edwards_A.20151209.S2	8443.47134193	13072.2518598	8509.18075521	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7002.12703543	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7689.96047258	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7778.55771818	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7560.31484984	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	7520.6905932	735.638854308	735.638854308	3903.46044358	17.891979804	0.0	11.9587314979	16.7635148382	17.891979804	0	11.9587314979	16.7635148382	4694.46148675	4768.06512747	8597.60664068	7854.38576194	7854.84699562	7998.40050264	8163.91530253	8141.3469703	8029.19479169	7854.84699562	8011.20401647	8010.89674445	7968.32596477	7998.40050264	8086.12128661	8070.64900705	8141.3469703	7854.84699562	8163.91530253	7968.32596477	8079.92203379	9432.67573123	9432.67573123	9425.15252296	9432.67573123	9432.67573123	9432.67573123	9414.42237401	9432.67573123	9432.67573123	9425.15252296	8280.24148838	8244.65572587	7465.56012953	7490.38517574	7485.25989792	7477.40438278	9129.23323565	9129.23323565	9129.23323565	9129.23323565	8320.12165169	3636.14445546	3636.14445546	4215.16683981	6737.22382541	6737.22382541	6737.22382541	8602.71941161	5473.8263633	5473.8263633	12524.1099319
Edwards_A.20151209.S3	8437.13532898	13060.8452809	8503.4905263	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	6995.14205066	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7684.52568144	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7773.42066852	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7554.85769293	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	7515.21751919	723.843507098	723.843507098	3902.75884354	19.3700259252	11.9587314979	0.0	13.6647009498	19.3700259252	11.9587314979	0	13.6647009498	4684.56689053	4758.79381516	8591.35902013	7849.26679149	7849.68233659	7993.25295223	8158.4516406	8136.08449143	8023.69002764	7849.68233659	8006.02967644	8005.72260217	7962.98254679	7993.25295223	8080.66639756	8065.07770758	8136.08449143	7849.68233659	8158.4516406	7962.98254679	8074.47178873	9427.60722599	9427.60722599	9420.0902856	9427.60722599	9427.60722599	9427.60722599	9409.35780543	9427.60722599	9427.60722599	9420.0902856	8272.9607647	8237.37904876	7465.10254798	7489.82033105	7484.77037727	7476.87739313	9125.22097646	9125.22097646	9125.22097646	9125.22097646	8313.99664952	3630.01331891	3630.01331891	4209.91083523	6730.78899143	6730.78899143	6730.78899143	8596.48277454	5482.65785239	5482.65785239	12525.40198
Edwards_A.20151209.S4	8426.7547043	13066.8386414	8492.57503604	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	6985.36423421	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7673.41472924	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7762.09315765	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7543.76344419	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	7504.13521484	728.211416314	728.211416314	3889.3867314	7.41524608561	16.7635148382	13.6647009498	0.0	7.41524608561	16.7635148382	13.6647009498	0	4693.85546726	4768.92055934	8580.90155037	7837.92652614	7838.37444888	7981.93295633	8147.36245092	8124.84692104	8012.63177708	7838.37444888	7994.72873477	7994.42151944	7951.80397362	7981.93295633	8069.57060332	8054.07009889	8124.84692104	7838.37444888	8147.36245092	7951.80397362	8063.37251245	9416.23201415	9416.23201415	9408.71069199	9416.23201415	9416.23201415	9416.23201415	9397.9798368	9416.23201415	9416.23201415	9408.71069199	8284.92244851	8249.34359879	7451.67757029	7476.41879219	7471.352269	7463.46745613	9113.17524236	9113.17524236	9113.17524236	9113.17524236	8303.4344673	3619.4549313	3619.4549313	4198.66679873	6720.49549977	6720.49549977	6720.49549977	8586.0158378	5472.05267545	5472.05267545	12511.7491828
Fineran_Dunedin_	9011.66683726	8541.7627719	9321.58975946	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	7705.8233265	8815.87838644	8815.87838644	8815.87838644	8815.87838644	8815.87838644	8815.87838644	8815.87838644	8993.20203629	8993.20203629	8993.20203629	8993.20203629	8993.20203629	8993.20203629	8993.20203629	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8712.23895866	8677.19710792	8677.19710792	8677.19710792	8677.19710792	8677.19710792	8677.19710792	8677.19710792	8677.19710792	4035.87109358	4035.87109358	7325.81728378	4701.26755598	4694.46148675	4684.56689053	4693.85546726	4701.26755598	4694.46148675	4684.56689053	4693.85546726	0	382.958338797	9161.5503041	9056.14524958	9039.39942492	9152.32206454	9154.54754561	9214.97994085	9039.07449068	9039.39942492	9151.74272569	9151.58912261	9055.9145734	9152.32206454	9100.36682595	9043.93552038	9214.97994085	9039.39942492	9154.54754561	9055.9145734	9097.56972916	10254.0824849	10254.0824849	10250.8896027	10254.0824849	10254.0824849	10254.0824849	10241.9521651	10254.0824849	10254.0824849	10250.8896027	3961.56101256	3929.36980118	10260.65981	10250.8459836	10267.8729589	10250.8798489	10423.5595683	10423.5595683	10423.5595683	10423.5595683	9007.67247603	5885.43167409	5885.43167409	6472.37265765	7744.89980759	7744.89980759	7744.89980759	9169.84801168	10134.3838345	10134.3838345	14830.8345096
